Shopify Product Handle,Review Creation Date,Review Content,Review Score,Review Title,Reviewer Display Name,Reviewer Email,Publish Review
oil-of-oregano,2015-01-09,If you suffer from IBS you may find help with this product. Every now and then my IBS will flare up. A friend who is very into natural remedies suggested taking it but make sure it's 100% Oil of Oregano (this one is). I was skeptical but it actually seems to improve my IBS flare ups when I take it for 2 weeks. It's like it resets my digestive system. I never take it longer than 2 weeks due to its natural mild antibiotic properties. (Please if you have an infection don't rely on this speak to your doctor)Do be aware when you take these capsules you will begin burping oregano when it breaks open in your stomach. Not the worst thing to be burping if you love oregano like I do. If you are not fond of oregano you've been warned!,4,IBS Sufferers!,K. Gabel,example@example.com,TRUE
oil-of-oregano,2020-05-12,The Gaia Herbs Oil of Oregano capsule is a very good product. It helps in stopping viruses and other bacteria and fungal infections.  The compliment of the product and my own honey (Wayne's Honeybees) my body is best it been since I was an athlete.  The two are a great combo.  Gaia Herbs and Honey. Two great natural foods.Wayne's Honeybees,5,Enhancing your God given natural body,Lynn Wehner,example@example.com,TRUE
oil-of-oregano,2021-03-09,The capsules are too large,4,The capsules are too large,Ksunshine,example@example.com,TRUE
oil-of-oregano,2019-01-12,I love these Oregano Oil Capsules!  They work amazingly well at keeping my immune system working at its peak.  I take one a day and more if I feel something might be coming on and I haven't gotten sick yet!  This is my third bottle and I have subscribe and save so I won't ever have to be without it.  I also take it for combating yeast infections which I struggled with after taking antibiotics for a surgery.  These are anti-viral anti-fungal and anti-bacterial.  I highly recommend this brand because they are organic and contain no fillers.  Great Product and great company!,5,Amazingly Beneficial Product,Wendy,example@example.com,TRUE
oil-of-oregano,2018-06-06,I have been fighting gastrointestinal problems for years along with lung issues for the past 2 years. I'm pretty sure there is mold in our home which is one reason we're moving. The first day all was normal but the second day I thought I had food poisoning in the middle of the night. BUT the very next day I felt better than I had in a long time. 3rd day in I realized this was getting rid of the toxins in my body. Yes there is burping and stuff but this does work. I've used other oregano products but I Swear by this one and this one only. Who needs antibiotics. This product doesn't harm your body like antibiotics will.,5,I'm pretty sure there is mold in our home which is ...,Janice Knight,example@example.com,TRUE
oil-of-oregano,2017-03-27,This stuff is amazing! After doing some online research I thought it would be good to try when viruses start spreading around work. Literally everyone except me caught the last flu bug. Had read it would also be good for warts (in addition to several other things). So I put some on a piece of gauze for 2 days and the wart is completely gone. My friend was getting ready to go on a trip and still had a cold in spite of running out of her prescription.  I gave her some of my Oil of Oregano and when she flew out 2 days later she was symptom free. So she had me order her a bottle too.  I love finding natural products that save me from a doctors visit and this is it.,5,Better than prescription antibiotics,Whole Living,example@example.com,TRUE
oil-of-oregano,2018-10-29,I was worried that this product would be abrasive to my gut flora. Oregano products sometimes leave my gut flora obliterated too dramatically to where even a strong probiotic doesnt help. The Gaia Oregano capsules I take before eating and I never notice much if I forget to eat actually. I have Gastritis/SIBO and been curing it with these Hawaiin Spirulina/Heathers Tummy Savers/and a little Oregano. Works wonders everyone especially the first two supplements I mentioned Spirulina is a blue green algae that is a super hero in my book but its this Hawaiin 1000mg tablet I found that really does the trick. Still to help kill off the bacteria the oregano is moving the process along.,5,Helps with My Gastritis/SIBO and Gentle on the Stomach,brian,example@example.com,TRUE
oil-of-oregano,2017-11-26,I would highly recommend oil of oregano to almost anyone. This brand specifically. Taking other brands after using this is like comparing apples to oranges.This stuff truly works wonders and oil of oregano has never let me down. Aside from its myriad of other benefits oil of oregano is a miracle hangover cure. Never again suffer from your bad choices with a bottle of oil of oregano at your side!Oil of oregano (if your constitution can handle it) is quite the panacea the only downside is if you are taking it for nausea or an upset stomach be careful to keep it down at all costs as oil of oregano coming back up is just awful.Happy oregano burps!,5,One of nature's great wonders.,WM,example@example.com,TRUE
oil-of-oregano,2019-10-10,I don't like to give reviews before I've tried the product for a while but I feel compelled to let you know you will burp oregano. Haha! The bottle feels like quality packaging. It was well protected. I tasted oregano when taking the capsule and a couple times since. We'll see what if any benefits I feel after a couple weeks/month.,4,Oregano oil,Michelle E.,example@example.com,TRUE
oil-of-oregano,2019-07-25,Gaia is the best of all brands. I made the mistake of running out of my ‘O of O’! Any doubts if it was helping my skin are gone! I’m on Dupixent for Eczema which has helped tremendously!! I continued to have problems of my feet not clearing up due to what Dermatologist calls a form of yeast. After taking ‘O of O’ one capsule twice a day for 6 weeks my feet cleared up! I’ll never run out of Gaia again!,5,Gaia is the BEST natural product.,Shirley,example@example.com,TRUE
oil-of-oregano,2016-04-05,Oil of Oregano is an absolute must have for your natural medicine cabinet. Not only is it antibacterial it is also antifungal and antiviral. It has been known to cure urinary tract infections respiratory infections yeast infections and parasitic infections just to name a few. I have used this whenever I have a cold or soar throat coming on and it helps relieve it so quickly. This is not a long term has product as it does state on the bottle but if you are fighting of a number of infections or bugs it will help you. I love Gaia herbs and although this may be a bit more costly than other oregano oils out there Gaia herbs prides itself on being a sustainable product and are a wonderful company that I highly recommend.,5,Gentle on the Earth Powerful in Your Body,AMH333,example@example.com,TRUE
oil-of-oregano,2020-02-16,This feels like a high quality supplement. I feel better when I take it consistently and I have noticed improvements in chronic bv (after periods) using this silver hydrosol and menstrual cups instead of tampons. I also topically apply this to my eczema to soothe it and speed healing. The smell is quite strong but well worth the healing effects. Solid product!,5,So good!!,Ann Purchas,example@example.com,TRUE
oil-of-oregano,2020-01-19,I love this product for its immunity benefits especially when I am sick or am traveling I have also opened the capsules and mixed with a carrier oil for my skin issues. And also used for oil pulling when I had a cut in my mouth. I always keep it in my cabinet and take it as needed not for ever day use.,5,Great!,courtney,example@example.com,TRUE
oil-of-oregano,2018-11-03,Gaia's Oil of Oregano works! I teach toddlers and every year when the seasons change in spring and especially fall and the snooty sneezy comes out of the woodwork is when I start my 2 week regimens. I have never had a flu shot. I don't care for over-the-counter chemical solutions. Year after year I rely on this brand for supporting my immune response to toddler germs otherwise known as lethal weapons 😊. It bears mentioning that Amazon offers 120 caps at $29 as opposed to $45+ elsewhere. I highly recommend it and will continue using it myself.,5,The finest natural immune booster,alla bevzenko,example@example.com,TRUE
oil-of-oregano,2018-01-21,This product has been a godsend for our family.  Both of my children suffer from autoimmune diseases and have gut issues.  I steer away from antibiotics as much as possible because they will decimate their gut flora.  As soon as I know there is anything even mild brewing (cold sniffles sore throat) I start treating with this.  It has worked like a charm and stops the virus/bacteria illness in its tracks.  I'm a nurse so I'm very careful about what I administer to my children especially with their health issues.  This product is a winner and I always ALWAYS have it on hand!,5,Liquid gold can't live without it!,Laura,example@example.com,TRUE
oil-of-oregano,2018-05-19,I’ve used this product to follow “Jini’s  Guide to Healing Gut Infectioun”  with a recurrent bout of diverticulitis after allopathic antibiotic therapy failed. I recommend getting the e-book and reading it thoroughly before starting therapy as there are contraindications. I am also following her recommendations for specific brand of probiotics not available here on amazon. They are expensive but given my experience with probiotics and her logic for why they fail it made sense. I bought them and don’t regret it!I will be keeping Gaia Herbs Oil of Oregano in my medicine cabinet. I can buy it locally but this was a much better price.,5,Amazing results!,Anonymous,example@example.com,TRUE
oil-of-oregano,2019-10-18,this is my favorite brand for oregano oil and the capsules save my gums. I made the mistake of buying the oil only while on a trip and it caused some sores in my mouth. So now I know and only take it in the capsules.Best natural antibiotic I've found and I take it when I have any kind of infection. It's fantastic.,5,my fave brand of oregano oil,Tess C.,example@example.com,TRUE
oil-of-oregano,2016-09-01,This product is a life saver. A couple of years ago I got very sick to my stomach and I have been working on restoring my health since. When I first got sick I had to take a couple of rounds of antibiotics now I use this natural antibiotic. I will never be without this product. Anytime my stomach starts to bother me I just take one pill a day for a few days and it always feels better. My husband was having a some pain in his tooth not to long ago and the doctor told him it was nothing. I started him on this and within days he said the pain with gone.,5,Anytime my stomach starts to bother me I just take one pill a day for a few days and it always feels better. My husband was havi,Casey W,example@example.com,TRUE
oil-of-oregano,2018-05-09,Have been using this for years whenever I feel a cold or respiratory problems coming. I love the Gaia brand and the oregano capsules are simple to take--occasionally I will have an oregano burp but that is much better than having a full-blown respiratory infection. Usually if I take two capsules at the onset of any symptoms and one capsule three times a day for another day or two I am back to normal. I always have these on hand and have given them to my husband also with similar results. Antibiotic action without the pharmaceutical complications!,5,Always have these on hand,BB,example@example.com,TRUE
oil-of-oregano,2020-01-06,I purchased this product as part of a supplemental cocktail for a natural approach to reduced Candida and biofilm for improved gut health.  I love Gaia brand products as the quality is always reliable so I didn't mind paying more than similar products by other brands especially considering the importance of gut health and microbiome.,5,Great brand high quality!,Dana Anderson,example@example.com,TRUE
oil-of-oregano,2016-07-22,My husband has been ill with a mystery illness and I am pouring on the Oregano oil and he is improving!  Drs. have not been able to identify the illness but I know from my previous experience with MRSA GAIA Oil of Oregano will help!  I fought MRSA with this product and with Silver Nitrate and the combination killed it.  I drowned myself in it - took as much as I could until I could feel it upset my stomach a little and then held at that dose for a couple weeks and it was gone.  My husband's fever has broken and he is improving.  LOVE this product and only GAIA.,5,Only GAIA for me!,Kindle Customer,example@example.com,TRUE
oil-of-oregano,2020-04-11,Oregano oil should be in every medicine cabinet!  High quality oregano is not easy to find!  This oregano oil is superior!  Read all about it give it a try you will agree it is the best thing to always have in your cabinet,5,Should be in every medicine cabinet!,Sue,example@example.com,TRUE
oil-of-oregano,2019-12-14,Gaia is good company but I don't find these to be as effective as Natures Answer oregano gel caps for cold & flu. Have used oregano for colds & flu for over 10 years successfully,4,Quality company,jennifer moore,example@example.com,TRUE
oil-of-oregano,2020-08-02,We have used oil of oregano for years. Any time we start getting symptoms of a cold or virus we take 2 tablets times a day and in just a few days all the symptoms disappear.,5,This stuff is awesome - works well to keep colds and viruses away,JWCPMC,example@example.com,TRUE
oil-of-oregano,2019-03-13,I tried this for the first time this winter season& when everyone around me was getting sick I did not! I catch every little germ going around& it usually holds on for weeks. This year I have not gotten sick! I highly recommend it! It is an oil substance inside of a capsule& smells like oregano. As well as tastes like it for the second before swallowing it. Ill use it in seasons to come!,5,Its keeping me healthy!,gina,example@example.com,TRUE
oil-of-oregano,2019-01-03,This is oregano oil is great quality. If you want solid immune support take this along with Vitamin C and B12. Also I have to say that Amazon has a great deal. I was going to pick up a bottle at my local Whole Foods but it was $20 more!! You’ll get a better price here than in health food stores it seems.,4,Must for Medicine Cabinet,Alexandra,example@example.com,TRUE
oil-of-oregano,2021-04-27,It’s a great daily supplement I feel energized and healthy,5,Oil of oregano,Devon Bavolar,example@example.com,TRUE
oil-of-oregano,2020-07-24,We take these every morning to add an extra boost to our immune support. We have been taking them for the past 3 months and so far so good they seem to be working well!,5,Buy these!,Sarah,example@example.com,TRUE
oil-of-oregano,2020-12-10,Want to invest in your immune system with a natural antibiotic?  This is for you.  Keeps you healthy and happy 😊,5,Best natural antibiotic,sashaorg,example@example.com,TRUE
oil-of-oregano,2021-02-07,Almost done with my bottle  very effective  helped me a lot with candida issue.,5,Great product !,alyona,example@example.com,TRUE
oil-of-oregano,2020-09-15,Taking for seasonal and skin related allergies and it seems to help tame them a bit. Not 100% but my eczema psoriasis and congestion calmed down some.,5,Seems To Work For Me,Kristin L.,example@example.com,TRUE
oil-of-oregano,2020-09-27,This is the beat oregano oil I have tried. It’s a bit more expensive wish it was cheaper l but the quality is very good.,5,Good quality,Mary Morgan,example@example.com,TRUE
oil-of-oregano,2019-05-26,I take oregano oil for Ulcerative Colitis and for me it's been close to a miracle cure. It's the only thing that allows me to eat solid foods without the horrible repercussions of bleeding and everything just running through me undigested.  Maybe that's TMI but thats how important oregano oil is to me.  I was getting oregano and thyme oil caps from a Canadian brand but their stock availability is very unpredictable.  I tried these as an alternative that would hopefully be available on a more consistent basis but I find that they are completely ineffective.  I was in 90% remission on the Canadian brand for months felt amazing finally getting some nutrients into my body. As soon as I switched to this brand within two weeks I had two epic flareups and felt like I was dying again.  I had to go back on the dreaded smoothies only diet.  I'm not sure what the difference is between the two brands maybe the batch I got was low in active compounds even though its supposedly standardized concenteations.  Regardless I won't be repurchasing it.,2,Not nearly as effective for Ulcerative Colitis as another brand.,XkandakeX,example@example.com,TRUE
oil-of-oregano,2020-12-17,I don't really have a review to give it just arrived. I plan to update though.I'm so excited,5,Packaging is awesome don't change a thing protect the product!,mtnheathr,example@example.com,TRUE
oil-of-oregano,2016-09-03,The wonder pill for preventing colds!  I take a double dose as soon as I feel the first sighs of a cold coming on (or when I come in contact with someone who has a cold) then continue taking a single dose for a week afterwards.  Haven't had a cold in ages!  I recommend taking these with food as the oregano is quite overpowering on an empty stomach.  Great product I have found the Gaia brand works the best as it has a higher concentration of oregano and has the least side effects. Highly recommend!!,5,No more colds!,julie WA state,example@example.com,TRUE
oil-of-oregano,2019-06-04,Started taking these after having C. Diff to help keep my gut healthy. Take it for no longer than 2 weeks at a time. Also take it during cold seasons or when someone brings home daycare crud. Gentle enough on my compromised gut.,4,Save your immune system,Sara V.,example@example.com,TRUE
oil-of-oregano,2019-03-05,I'm not sure if something went wrong with this batch with the way it was stored by Amazon or what but this is not oil any longer.  I took one of these capsules per the instructions on the bottle between meals.  By the next day I had abdominal cramping from the moment I woke up until the moment I went to sleep.  It felt like someone was constantly pulling on my intestines.  I've had herxheimer effect before and trust me this wasn't it.  I then did some investigating by cutting open the capsules.  I thought they were black because of something in the capsule coating but actually it was the contents that were black and incredibly viscous/sticky.  Not oil-like at all.  In the third picture I attached to this review I added a few drops of another oil of oregano I have on hand.  It is a light golden color (yes it is a bit diluted with olive oil but still...it's nothing even close to black).  I normally am a fan of Gaia herbs and their policies/practices but something went very wrong here.  Oil of oregano can be a potent tincture and dangerous if not used appropriately.  Stay cautious if this one.,1,Bad batch?  Who knows but I wouldn't risk it.,emily,example@example.com,TRUE
oil-of-oregano,2020-03-05,It helps get my stomach back to normal after being on antibiotics. Also I caught a cold while I was on this from traveling. It helped shorten it! I recovered from the cold within a few days!,5,Helped me with my cold and stomach issues!,tap0615,example@example.com,TRUE
oil-of-oregano,2020-03-03,Been taking Gaia herbs for years. I feel the quality is great although the product is a little pricy. The pills are easy to swallow and no taste.,5,Good quality supplement,MMC70,example@example.com,TRUE
oil-of-oregano,2020-08-13,I find this product has no after taste nor post-pill burp! Unlike some others I’ve tried. My go to for daily immunity/anti-viral support.,5,Better than the others,International Woman Of Mystery,example@example.com,TRUE
oil-of-oregano,2020-07-18,Okay this is hard to believe but if you take me for about 7 days after you eat you will get rid of parasites in abundance,5,Excellent product,Linny,example@example.com,TRUE
oil-of-oregano,2020-07-14,This is great for keeping any virus away and keeping my immune system strong. It's very potent and by a brand I completely trust.,5,Potent immune builder,rachelatherbest,example@example.com,TRUE
oil-of-oregano,2018-03-29,My family and I are never without Oregano Oil. It is invaluable for beating back colds and viruses. Oregano Oil has been used for centuries as an antiviral and antibacterial (not to mention anti fungal). There are other brands on the market but none have been able to compare to Gaia’s Herbs - the capsule goes down smooth and I have not noticed as much acid or heartburn as I did with other cheaper brands.,5,Gaia’s Herbs is the best on the market!,Campbell,example@example.com,TRUE
oil-of-oregano,2020-10-22,Top notch quality at a decent price.  What else can I say?  Will buy again,5,Great,Jon T.,example@example.com,TRUE
oil-of-oregano,2015-09-12,Seems fairly fresh arrived on schedule exactly as described.  i am using this to help fight heartburn that bothers me sometimes late in evening.  I didn't really think this was going to be very helpful but wanted to at least give it a try. The very first day I started taking these I experienced no heartburn at all later that day.  This has worked well for me every day since and I haven't had to take any antacids while having one of these capsules daily.  I'm now a believer! Pure oil of oregano really does help with heartburn moderate GERD.,5,Seems fairly fresh arrived on schedule exactly as ...,cnorlund,example@example.com,TRUE
oil-of-oregano,2020-01-05,Wonderful protection against and support for cold/ sore throat etc  End your virus sooner and feel better along the way - my cold lasted 2 days with this versus a full week I usually suffer through,5,Supportive for immune health,sandhog,example@example.com,TRUE
oil-of-oregano,2020-10-20,Good Product it’s very easy to swallow. And it helps fight off sickness. It works,5,Would order this again,pb147,example@example.com,TRUE
oil-of-oregano,2019-07-06,We take this a few times a week for health maintenance. Recommended originally by the Medical Medium it's now part of our protocol. This is good quality for a good price and the capsules are the way to go with oregano oil... the taste is super strong in dropper form!,5,High Quality,emrm,example@example.com,TRUE
oil-of-oregano,2018-12-28,So I have nail tips. About 3 months ago one came loose but not enough that I noticed and a fungus developed under it. I tried EVERYTHING to get rid of it as I was pretty disturbed! Oregano oil worked within a week or 2 (next time the nails were done). It was gone and this stuff is amazing I would put it on anything!,5,It works on fungal infections and it smells nice!,Shanda Lovely,example@example.com,TRUE
oil-of-oregano,2020-05-11,Love the product its lasership that I have problem with they said my package was left with doorman and there is no doorman in this building.,5,This is a great product and priced right for me.,Angelice Campbell,example@example.com,TRUE
oil-of-oregano,2017-09-28,THE best product in the world for combating bacterial issues.  Oil of Oregano has been found to be more effective than the strongest anti-biotics (should you wish to forego the unnatural for the natural).  At the first sign of infection I dose up for a few days and things simmer down.  You will burp a bit and smell like a pizza but it's worth it!  A staple in our cabinet!,5,THE best product in the world for combating bacterial issues,Judy Courtney,example@example.com,TRUE
oil-of-oregano,2019-08-10,This is my 3rd bottle I take these almost daily and anytime I feel a yeast issue incoming or fighting a cold or virus and it takes it right away. I’m usually sick all of the time but now it’s been almost a year! Highly recommene,5,Immunity miracle,Melissa,example@example.com,TRUE
oil-of-oregano,2017-11-07,I have Lyme disease which is almost impossible to treat and if treated medically with antibiotics can cost $20000 to treat because insurance does not cover treatment.  I went into remission using this product and alternating weekly with raw garlic and colloidal silver.  It also eliminated a raging severe case of systemic yeast.  This product is awesome.,5,Will treat Lyme disease,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2018-05-27,call me a convert but I did not believe my coworker when she told me she never got sick because she took these. But I'm willing to try natural remedies so I took these for about a year with no symptoms of getting sick at all.  Then I forgot to take these for about two weeks and started feeling ill.  Highly recommend taking these.,5,Highly recommend taking these,R S,example@example.com,TRUE
oil-of-oregano,2018-09-01,This stuff is the holy grail!  I had MRSA and I was still taking my antibiotic but it wasn’t really quick enough for me.  I took took pills a day and used it as a topical on the lesion and within 2 days it was cleared up.  The sore dried up and no other spots appeared.  This is a miracle herb. A must have for everyone!,5,MRSA MIRACLE CURE!,Kristy,example@example.com,TRUE
oil-of-oregano,2019-03-08,I am sold on oil of Oregano for cold and flu! I usually get sick easily and take a long time to get better. The leading effects of a cough takes me 3 to 6 months to get rid of it. No more! Oil of Oregano has really helped and I am a true believer!,5,Great product!,iamartimus,example@example.com,TRUE
oil-of-oregano,2017-11-06,One of my clients recommended this after I spent a while trying to fight something off. I was suspicious because most of these types of products are useless but within a few days of taking these I was feeling much better. My husband was fighting the same thing so I made him start taking them as well. He was feeling better about 36 hours later. I'm very pleased and will continue to get these!,5,One of my clients recommended this after I spent a while trying to fight ...,Ashley B.,example@example.com,TRUE
oil-of-oregano,2014-09-19,I've taken several different brands so far these seem to be the most potent.  They are stored in a dark amber bottle and the actual capsules are filled with a dark green liquid.  Many other brands contain a lighter more "olive oil" colored liquid.  This makes me wonder...  I take these any time I feel a cold or infection coming on and they usually prevent it from settling in.  Taste is pleasant if you like oregano.  It reminds me of pizza sauce.  Slight indigestion can occur be sure to follow directions on bottle and take between meals.,5,Nature's Antibiotic,Clay,example@example.com,TRUE
oil-of-oregano,2020-11-04,we take this every day helps keep us healthy,5,Excellent,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2020-09-21,Helps with acne but bugging crazy. You can taste the oregano though,5,Taste strong,KyKiara,example@example.com,TRUE
oil-of-oregano,2019-04-05,I have had yeast infection for over 2 decades.  Have tried everything like monistat garlic castor oil tea tree wash etc.  Nothing worked except this oregano.  I am completely cured no itch.  I take this daily till the bottle runs out rest a few weeks and start again.  Amazing stuff!,5,yeast infection no more!,Min,example@example.com,TRUE
oil-of-oregano,2014-05-02,My doctor recommended oregano oil for reducing yeast in the gut and the accompanying side effects. When I feel the need for some oregano oil I love this brand as it has the strongest oregano flavor of any that I have tried. It is strong enough that it sometimes gives me a bit of oregano breath which is in fact quite pleasant. For me it has proven to be an excellent quick fix against yeast after for example eating too much sugary food or to nip a cold or fever or stomach upset in the bud when I feel something coming on. Highly recommended.,5,Doctor recommended and it works!,Ben Robertson,example@example.com,TRUE
oil-of-oregano,2020-01-03,Trying it to combat asthma and overall health,4,If it’s effective for asthma,Laura Enriquez,example@example.com,TRUE
oil-of-oregano,2017-08-14,These capsules are amazing! First I noticed of my sense of smell returned I haven't had this sensation in a long time. Second they literally got rid of my dust allergies for good now I can apply makeup without getting runny nose as I used to. And third if I ever get a cold my nose doesn't get all stuffed as it did before. Purchasing again very soon.,5,A must for any holistic cabinet.,Bea R,example@example.com,TRUE
oil-of-oregano,2018-10-19,It works well but (TMI warning...) it is very powerful like antibiotics in that it gave me a yeast infection as I took too much. Feel it out to see what is a correct amount for you.,4,) it is very powerful like antibiotics in that it gave me a yeast infection ...,kukz,example@example.com,TRUE
oil-of-oregano,2019-10-22,I always have this product at home and take whenever needed to prevent getting really sick.  Usually take for 3-4 days to ward off illness.  Works for me!,5,Take as soon as you feel unwell,Elizabeth,example@example.com,TRUE
oil-of-oregano,2016-03-03,Use this all the time when feeling run down or like I am going to be sick. It works well to boost my immune system. I have also noticed surprisingly a improvement in my Rosacea and redness. At first I thought my imagination but I used it and saw a improvement then stopped it for a few weeks and the redness came back. Started again and the redness decreased. Bonus! It did not make it completely go away but did actually decreased it.,5,... this all the time when feeling run down or like I am going to be sick,pattycakes,example@example.com,TRUE
oil-of-oregano,2021-01-10,Love the ingredients! I,5,Love the ingredients,Brittany,example@example.com,TRUE
oil-of-oregano,2020-02-22,Worked really well for me. I was fighting a viral infection and these definitely kicked my immune system up. Highly recommend.,5,Great product,LTD,example@example.com,TRUE
oil-of-oregano,2016-06-30,Love this brand of oregano. Most oregano is very weak or watered down. Not this one it is very intense and works very well I use this as an antibiotic when I'm sick. 2 every 4 hrs works for me it keeps me on my feet and I haven't had strep throat since I started using this product maybe 5 years now. I also use it as an antihistamine for my sinus problems it works like a dream.,5,Works like a dream,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2019-01-21,Woke up with sinus infection one morning. Started taking these Oil of Oregano capsules two at a time twice per day. All better in two days. No drugs for me! I love that they have such a high dose of the active oregano oil. Much higher even than Oreganol.,5,Knocked Out Sinus Infection!,Marie Crawford,example@example.com,TRUE
oil-of-oregano,2019-09-02,Best Oregano Oil Brand on the market. (I’ve tried tons of others & they do not compare...) The CO2 extraction process used is unparalleled. Don’t waste your money on other brands. This is top tier.,5,Buy it now it could save your life!,Miranda Hughes,example@example.com,TRUE
oil-of-oregano,2020-02-06,This is high quality . Very good. I am very happy with this oregano oil capsules. I would recommend to others.,5,Very high quality!,Kathy Sullivan,example@example.com,TRUE
oil-of-oregano,2021-08-09,I decided to try another oregano oil brand and after reading the reviews and descriptions with claims I had hopes that this was going to be as effect as previous brand I’ve tried in the past. After a couple of weeks taking the normal does I felt nothing so a double the amount and not much difference. I opened and one capsule and only had a faint smell of oregano when it’s usually pretty pungent. Also this isn’t oil. It’s more like molasses or sticky tar like substance maybe dirty motor oil?  I’m really disappointed considering all the good reviews. I wish I could get my money back but probably won’t bother. Definitely my search continues or I’ll go back to the more expensive Zane brand,1,What A Disappointment!!!,Enrique13,example@example.com,TRUE
oil-of-oregano,2019-12-08,I take these for Candida twice per day and my stomach seems to be less upset after eating. Changing diet is also essential to seeing results.,5,Works well,Maggie,example@example.com,TRUE
oil-of-oregano,2019-11-27,can't tell of any relieve from them,4,ok,doug gray,example@example.com,TRUE
oil-of-oregano,2020-08-06,I use this daily to boost my immune system.,5,Protect your Immune System,af,example@example.com,TRUE
oil-of-oregano,2020-07-28,Using it for an immune booster. So far no covid-19 !,5,Good immune booster,Diane Stone,example@example.com,TRUE
oil-of-oregano,2019-04-02,This is the real deal here.  Gaia Herbs is a company that you can trust.  I haven't yet taken it long enough to achieve my goals but I have no doubt that this product will help me do that.,5,These are amazingly strong,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2015-08-14,I was told to take 4 of these 3 times a day to help with chronic lymes disease and I took four before bed and boy was my skin crawling and my stomach hurting.  They say that is a good thing though and your body Is fighting the infection.. The bottle says take 2.  I seriously felt like I had overdosed.,4,They say that is a good thing though and your body Is fighting the infection,Laura in Florida,example@example.com,TRUE
oil-of-oregano,2020-04-14,Love the oregano capsules.  Now with covid-19 I’ve increased my intake to 3x daily,5,Great product for virus,Roger B.,example@example.com,TRUE
oil-of-oregano,2020-02-28,It tasted like oregano and it was easy to swallow.  It does have a slight after taste.,5,Great taste and easy to swallow.,Sandra Disanto,example@example.com,TRUE
oil-of-oregano,2019-07-14,I find a bit over priced but not a bad product.,4,I do recommend it....,jlo,example@example.com,TRUE
oil-of-oregano,2019-09-08,Excellent product! I've been having a recurring UTI and went through 4 rounds of antibiotics so I decided to try this and it delivered no infections while on it.,5,Excellent product.,Elizabeth Jurcak,example@example.com,TRUE
oil-of-oregano,2017-09-20,I have been using the oil of oregano for a couple years. I always need an antibiotic after a cold. But because they are so bad for you I started taking the oil or oregano and it is the only thing that works for me to avoid taking antibiotics. Great product and worth every penny,5,Great natural antibiotic,Pimpers37,example@example.com,TRUE
oil-of-oregano,2020-10-29,Great immune buster.,5,Good product,LLW,example@example.com,TRUE
oil-of-oregano,2020-01-17,https://amzn.to/37djVTm Makes your stomach feel rough at first but then its smooth sailing! Recommended! Gets teh juices going! https://amzn.to/37djVTm,5,CLEANS YOU OUT!!!,Kaizen Kings,example@example.com,TRUE
oil-of-oregano,2020-01-11,Good,4,Good,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2019-07-31,The best I've tried! And I've tried a lot of different brands. They always come well put together with no seepage or anything like that and they actually work!,5,I love these!,E. Wheeler,example@example.com,TRUE
oil-of-oregano,2019-10-20,It's what I needed.,4,good,Bonnie Bartholomew,example@example.com,TRUE
oil-of-oregano,2020-06-03,I have used this product for years. Excellent brand. Great seller.,5,Perfect,Larissa Clark,example@example.com,TRUE
oil-of-oregano,2019-09-24,This helps me in building my Immune System since I have a serious Immune Disorder where my it’s always way below normal without Supplements.,5,Promotes Better Immune Supporr,Deborah Neavitt,example@example.com,TRUE
oil-of-oregano,2018-12-19,I use Oregano oil capsules to keep my asthma in check. It works and it's all natural. No need for an inhaler. If you have severe asthma do not discard your inhaler! Be safe until you know this works for you!!,5,Best Ever for Lung Health,Megan Paige,example@example.com,TRUE
oil-of-oregano,2019-12-24,Forget antibiotics that will cause worse and further yeast growth this stuff will kick your yeast for good!!,5,No more yeast!,Gabby,example@example.com,TRUE
oil-of-oregano,2018-10-21,I take this with zinc nettle elderberry and vitamin c to keep the flu and colds away...try it they work,4,I take this with zinc nettle elderberry and ...,ALN,example@example.com,TRUE
oil-of-oregano,2019-06-10,I was getting sick really sick. and I started taking these and within 2 days I was back to normal. These are great little miracle pills! I highly recommend them!,5,Fantastic product!,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2019-05-31,This product plus Gaia Olive Leaf Extract are my two go-to choices for a quick help in warding off a cold.  They are great in combination.,5,Valuable,Happy Theologian,example@example.com,TRUE
oil-of-oregano,2016-03-01,I currently reside in Texas on the Gulf Coast and the humidity is insane. When I first moved here I really suffered. Oregeno saved  my life. I had labored breathing and a slew of health issues from the yeast build up in my system and Oregeno knocked it out the park. This is the best brand of Oregeno oil and the only one I will ever use.,5,This is the best brand of Oregeno oil and the only one I will ever use,Angelica W.,example@example.com,TRUE
oil-of-oregano,2019-07-18,I've been using Oregano oil for years on and off for gut health and Gaia is my go-to for top quality consistent value for money.,5,top quality product,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2019-02-19,Amazing product to kill off bacteria/yeast/candida in the body. GAIA makes the highest quality products I've used. Just be careful for die off effects start slow but this just means the product is doing its job!,5,Works great for candida!,Pat,example@example.com,TRUE
oil-of-oregano,2020-01-14,Love this item and it has definitely helped myself and my family ward off cold symptoms.,5,Great item to have!!!!,Ronnie L Williams,example@example.com,TRUE
